,Overall,Even Strength,Power Play,Shorthanded,,,,,,,,,,,,,,,,,
Name,Compare,Pos,Age,Team,GP,Total Dist.,Distance/60,Top Game,Top Period,Total Dist.,Distance/60,Top Game,Top Period,Total Dist.,Distance/60,Top Game,Top Period,Total Dist.,Distance/60,Top Game,Top Period
CONOR SHEARY,,R,34.0,NYR,62,136.76,9.39,3.02,1.17,123.24,9.44,2.77,1.11,8.85,9.53,0.55,0.41,4.67,8.07,0.3,0.19
STEVEN LORENTZ,,L,30.1,TOR,71,136.62,9.73,2.67,1.02,113.73,9.99,2.4,0.98,0.12,8.5,0.03,0.03,22.78,8.62,0.8,0.55
MATHIEU OLIVIER,,R,29.3,CBJ,61,136.19,9.41,2.96,1.09,129.47,9.53,2.75,1.09,0,0,0.12,0.12,6.37,7.5,0.56,0.33
EMIL ANDRAE,,D,24.3,TOR,61,135.84,8.71,3.27,1.37,130.85,8.72,3.27,1.23,3.49,8.84,0.39,0.34,1.5,7.85,0.25,0.22
DAVID PERRON,,R,38.0,DET,65,135.53,9.22,2.68,1.23,120.68,9.55,2.51,1.23,14.61,7.15,0.64,0.38,0,0,0.07,0.07
BRANDON DUHAIME,,L,29.0,WSH,82,134.99,8.92,2.45,1.11,123.49,9.12,2.28,1.11,0.52,6.76,0.15,0.15,10.97,7.24,0.65,0.32
COLIN BLACKWELL,,R,33.2,DAL,70,134.44,9.69,2.39,1,113.09,9.87,2.14,0.86,0.1,10.01,0.04,0.04,21.25,8.83,0.62,0.37
VLADISLAV NAMESTNIKOV,,C,33.5,WPG,60,134.36,9.75,3.03,1.14,114.17,9.83,2.74,1.04,14.85,10.11,0.67,0.35,5.34,7.76,0.37,0.28
ISAC LUNDESTROM,,R,26.6,CBJ,68,134.25,9.56,2.68,1.11,120.19,9.72,2.48,0.98,0.51,9.93,0.24,0.24,13.54,8.35,0.75,0.47
MARCO ROSSI,,C,24.7,VAN,50,134.23,9.22,3.92,1.28,116.11,9.55,3.08,1.14,15.07,7.5,0.72,0.42,3.05,7.83,0.41,0.37
NINO NIEDERREITER,,L,33.7,WPG,61,134.12,9.58,2.76,1.08,121.01,9.74,2.61,1.04,13.09,8.32,0.54,0.34,0,0,0.02,0.02
TRENT FREDERIC,,R,28.3,EDM,74,133.99,9.84,2.67,1.2,132.64,9.85,2.67,1.2,1.35,8.9,0.27,0.15,0,0,0,0
COLTON SISSONS,,R,32.6,VGK,66,132.96,9.67,2.72,1.09,115.25,9.92,2.36,1.08,4.02,7.63,0.35,0.2,13.69,8.53,0.54,0.38
MORGAN BARRON,,C,27.5,WPG,65,132.74,9.57,2.7,1.06,116.63,9.88,2.44,1.04,0.39,9.58,0.05,0.05,15.72,7.76,0.68,0.4
MAX SASSON,,L,25.7,VAN,66,132.21,10.26,2.76,1.06,126.32,10.29,2.76,1.02,4.47,10.02,0.59,0.37,1.42,8.6,0.2,0.15
JADEN SCHWARTZ,,R,33.9,SEA,50,131.98,9.81,3.38,1.28,113.98,10.01,3.07,1.18,12.03,8.81,0.72,0.44,5.97,8.57,0.52,0.41
COLE SMITH,,L,30.6,VGK,63,130.84,9.38,2.81,1.03,113.14,9.54,2.51,1.03,0.3,8.88,0.09,0.08,17.39,8.46,0.8,0.46
JARED MCCANN,,L,30.0,SEA,52,130.35,9.15,2.9,1.15,110.84,9.49,2.76,1.05,18.66,7.54,1.01,0.54,0.85,9.35,0.14,0.13
JACOB BERNARD-DOCKER,,D,25.9,DET,63,130.12,8.37,3.04,1.19,120.57,8.59,2.83,1.13,0.18,10.39,0.06,0.06,9.37,6.27,0.43,0.3
RASMUS RISTOLAINEN,,D,31.6,PHI,44,128.84,8.22,3.84,1.48,112.36,8.34,3.56,1.37,8.53,8.74,1.19,0.51,7.95,6.47,0.36,0.35
SAM CARRICK,,C,34.3,BUF,73,128.2,10.06,2.78,1.05,117.06,10.17,2.54,1,0,0,0.05,0.05,10.89,9.02,0.53,0.33
VINCENT DESHARNAIS,,D,30.0,S.J,53,127.86,7.96,3.05,1.28,109.68,8.33,2.87,1.19,0.29,9.27,0.1,0.1,17.88,6.28,0.79,0.49
UVIS BALINSKIS,,D,29.8,FLA,54,127.77,8.67,3.6,1.39,115.38,8.76,3,1.14,9.46,8.41,1.24,0.61,2.94,6.7,0.24,0.21
ANDREW MANGIAPANE,,L,30.2,CHI,62,127.54,9.89,3.25,1.13,123.63,9.95,3.01,1.13,0.97,6.05,0.25,0.25,2.94,9.37,0.36,0.26
TIMOTHY LILJEGREN,,D,27.1,WSH,47,127.35,8.19,3.54,1.29,111.05,8.39,3.18,1.19,5.75,9.15,0.45,0.29,10.55,6.25,0.56,0.5
TAYLOR RADDYSH,,L,28.3,NYR,68,127.18,9.48,2.79,1.1,115.12,9.53,2.72,1.1,4.37,9.64,0.37,0.27,7.68,8.64,0.52,0.3
JUSTIN BRAZEAU,,R,28.3,PIT,64,127.14,9.42,2.58,1.03,118.31,9.55,2.45,1.03,8.79,7.98,0.49,0.24,0.04,5.73,0.04,0.03
DMITRI VORONKOV,,L,25.7,CBJ,63,126.54,8.65,2.73,1.07,113.2,9.05,2.55,1.06,13.29,6.28,0.57,0.44,0.05,6.41,0.03,0.03
TYE KARTYE,,L,25.1,NYR,64,126.26,9.89,2.9,1.1,113.1,9.99,2.5,1.03,0,0,0.12,0.12,12.65,9.08,0.84,0.51
JAMIE BENN,,R,36.9,DAL,60,125.82,9.47,2.73,1.21,114.53,9.73,2.67,1.02,11.01,7.37,0.83,0.45,0.28,11.04,0.15,0.15
AATU RATY,,R,23.6,VAN,66,125.47,9.49,2.78,1.12,115.79,9.55,2.52,0.98,1.12,8.42,0.16,0.16,8.57,8.84,0.37,0.28
NILS LUNDKVIST,,D,25.9,DAL,52,125.22,8.77,3.03,1.18,123.79,8.78,3,1.16,0.79,8.78,0.21,0.15,0.64,7.33,0.18,0.15
MICHAEL RASMUSSEN,,C,27.1,DET,64,125.02,9.27,2.42,0.94,112.18,9.51,2.24,0.94,1.88,7.64,0.45,0.21,10.95,7.56,0.46,0.29
JAMES VAN RIEMSDYK,,L,37.1,DET,72,124.41,8.82,2.51,1.01,110.59,9.3,2.25,1,13.82,6.25,0.53,0.31,0,0,0,0
RYAN MCDONAGH,,D,37.0,T.B,48,124.02,8.05,3.3,1.22,106.91,8.35,2.85,1.14,0.9,8.16,0.23,0.13,16.21,6.51,1,0.63
SHAKIR MUKHAMADULLIN,,D,24.4,S.J,50,123.84,8.67,3.5,1.32,115.55,8.84,3.38,1.22,0.46,9.15,0.11,0.11,7.83,6.71,0.47,0.3
BLAKE LIZOTTE,,C,28.5,PIT,55,123.69,9.73,2.78,1.09,103.33,9.95,2.44,1.03,0.38,6.97,0.15,0.15,19.98,8.77,0.96,0.78
RADKO GUDAS,,D,36.0,ANA,56,123.68,8.19,3.2,1.24,113.21,8.35,3.13,1.17,0.27,8.15,0.11,0.11,10.19,6.77,0.72,0.43
LARS ELLER,,C,37.1,OTT,68,123.59,9.53,2.71,1.22,110.7,9.71,2.4,1.16,4.38,8.2,0.71,0.44,8.5,8.21,0.62,0.39
VINNIE HINOSTROZA,,R,32.2,FLA,65,123.57,10.43,3.28,1.19,118.26,10.44,2.99,1.14,5.27,10.26,0.51,0.48,0,0,0.04,0.04
ERIC ROBINSON,,R,31.0,CAR,67,123.52,9.68,2.76,1.03,113.69,9.84,2.65,1.03,0.42,8.06,0.31,0.3,9.41,8.16,0.49,0.33
ALEXEY TOROPCHENKO,,L,26.9,STL,65,123.46,9.5,2.42,0.94,108.44,9.7,2.35,0.94,0.28,7.98,0.1,0.1,14.74,8.3,0.58,0.37
MARK JANKOWSKI,,C,31.7,CAR,68,122.46,9.69,2.83,1.07,109.94,9.81,2.58,0.98,2.47,8.18,0.23,0.15,10.06,8.92,0.42,0.29
GABE PERREAULT,,L,21.1,NYR,49,121.72,9.32,3.04,1.24,112.49,9.39,2.85,1.16,9.23,8.59,0.71,0.42,0,0,0,0
ADAM GAUDETTE,,R,29.7,S.J,66,120.98,9.59,2.6,1.03,111.44,9.67,2.47,0.98,9.42,8.68,0.68,0.43,0.12,10.36,0.1,0.1
ANTHONY DUCLAIR,,L,30.8,NYI,62,120.71,8.85,2.75,1.14,111.3,9.02,2.41,0.94,9.39,7.19,0.9,0.58,0.02,6.92,0.02,0.02
EMIL LILLEBERG,,D,25.3,T.B,50,119.47,8.28,3.33,1.16,110.26,8.45,3.22,1.16,0.19,8.46,0.06,0.06,9.02,6.7,0.63,0.38
WILLIAM CARRIER,,L,31.5,CAR,70,119.05,9.49,2.53,1.1,118.2,9.49,2.53,1.1,0.38,11.17,0.06,0.06,0.46,8.52,0.13,0.13
JOE VELENO,,C,26.4,MTL,61,117.7,9.57,2.64,1.44,103.64,9.69,2.51,1.44,0,0,0.25,0.25,13.37,8.61,0.73,0.53
CONNOR CLIFTON,,D,31.1,PIT,50,117.11,8.38,3.29,1.18,105.31,8.6,3.03,1.09,0.06,6.63,0.02,0.02,11.74,6.85,0.69,0.52
COLTON DACH,,L,23.4,EDM,61,117.05,10.03,2.76,1.07,110.47,10.15,2.76,1.07,6.34,8.31,0.51,0.31,0.24,9.85,0.18,0.11
ETHEN FRANK,,R,28.3,WSH,62,116.79,9.24,2.75,1.13,102.23,9.23,2.62,1.01,14.44,9.37,0.69,0.48,0.13,5.18,0.08,0.08
RYAN STROME,,C,32.9,CGY,52,116.69,10.13,3.36,1.21,106.64,10.3,3.18,1.12,9.4,8.64,0.47,0.31,0.64,8.63,0.17,0.17
GARNET HATHAWAY,,R,34.5,PHI,66,116.57,10.19,2.24,0.98,104.25,10.28,2.08,0.93,0.29,7.93,0.11,0.11,12.02,9.52,0.47,0.45
BRAEDEN BOWMAN,,R,22.9,VGK,54,115.67,9.1,3,1.11,107.9,9.35,2.92,1.11,7.7,6.6,0.58,0.31,0,0,0.05,0.05
ALEXANDER PETROVIC,,D,34.3,DAL,54,113.85,8.24,2.97,1.22,110.9,8.28,2.9,1.22,0.06,7.41,0.04,0.04,2.88,6.87,0.38,0.26
ILYA LYUBUSHKIN,,D,32.2,DAL,53,113.85,8.19,2.76,1.11,105.04,8.34,2.68,1.03,0.12,9.57,0.03,0.03,8.69,6.69,0.54,0.33
JAYDEN STRUBLE,,D,24.7,MTL,59,113.4,8.23,2.66,1.13,112.47,8.24,2.65,1.13,0.09,7.38,0.06,0.06,0.84,6.75,0.27,0.17
JONATAN BERGGREN,,L,25.9,STL,51,112.76,9.6,2.97,1.15,104.55,9.72,2.78,1.1,8.14,8.22,0.61,0.47,0,0,0.07,0.07
JACCOB SLAVIN,,D,32.1,CAR,39,112.44,8.12,3.52,1.3,99.07,8.29,3.34,1.22,0.49,8.47,0.1,0.1,12.89,6.97,0.68,0.38
ANDREI KUZMENKO,,R,30.3,L.A,52,112.38,8.69,3.11,1.18,94.5,9.14,2.67,1.08,17.88,6.9,0.75,0.63,0,0,0,0
NICK PAUL,,R,31.2,T.B,51,112.24,9.65,3.41,1.47,100.4,9.79,2.76,1.06,8.82,8.54,0.78,0.54,3.02,8.73,0.49,0.24
RADEK FAKSA,,C,32.4,DAL,58,111.72,9.85,2.59,1.07,92.8,10.06,2.19,0.88,0.18,10.65,0.05,0.05,18.73,8.9,0.72,0.42
HENDRIX LAPIERRE,,L,24.3,WSH,74,111.69,10.25,2.46,1.19,110.12,10.27,2.45,1.18,1.54,9.34,0.42,0.23,0.03,4.33,0.03,0.03
LUKE GLENDENING,,L,37.1,PHI,70,111.26,9.05,2.32,1.01,96.68,9.37,1.96,0.91,0.46,10.05,0.16,0.16,14.13,7.33,0.48,0.32
COLE KOEPKE,,R,28.0,WPG,66,111.17,9.66,2.51,1,94.21,9.89,2.27,0.86,0.09,7.08,0.02,0.02,16.87,8.59,1.05,0.43
KAILER YAMAMOTO,,L,27.7,UTA,59,111.16,9.58,2.69,1.27,106.38,9.57,2.69,1.27,4.08,10.04,0.68,0.5,0.69,9.22,0.18,0.12
NICK BJUGSTAD,,R,33.9,N.J,61,111.15,10,2.57,0.98,104.78,10.16,2.52,0.92,0.6,7.93,0.16,0.15,5.77,7.89,0.4,0.24
ALEX TURCOTTE,,C,25.3,L.A,62,111.12,9.93,2.7,1.08,108.28,9.97,2.59,1.08,2.75,8.84,0.44,0.34,0.09,8.9,0.07,0.07
OLLI MAATTA,,D,31.8,CGY,43,111.07,9,4.26,1.48,104.54,9.19,3.57,1.48,0.21,7.48,0.06,0.06,6.32,6.74,0.68,0.32
OLIVER MOORE,,L,21.4,CHI,51,110.77,10.15,3.02,1.07,100.54,10.29,3.02,1.04,8.03,8.86,0.61,0.38,2.2,9.17,0.5,0.28
PHILIPP KURASHEV,,C,26.6,S.J,43,110.65,9.97,3.88,1.53,93.84,10.04,3.17,1.38,13.13,9.94,0.81,0.54,3.68,8.46,0.3,0.25
JOSH NORRIS,,C,27.1,BUF,44,110.61,9.53,3.09,1.32,90.65,9.88,2.5,1.04,19.68,8.18,1.04,0.6,0.28,10.01,0.19,0.13
BEN HUTTON,,D,33.1,VGK,55,110.15,8.24,2.94,1.22,107.98,8.22,2.9,1.22,2.05,9.33,0.34,0.18,0.12,6.21,0.09,0.09
LIAN BICHSEL,,D,22.0,DAL,50,109.74,8.41,3,1.17,104.15,8.48,2.95,1.17,0.08,8.84,0.04,0.04,5.51,7.21,0.46,0.22
JUSTIN BARRON,,D,24.5,NSH,52,108.94,8.82,3.07,1.2,104.25,8.83,3.07,1.2,2.21,10.42,0.51,0.42,2.47,7.33,0.45,0.28
MARCUS FOLIGNO,,L,34.8,MIN,56,108.5,9.05,2.51,1.04,97.42,9.26,2.37,0.91,1.03,7.85,0.39,0.2,10.06,7.54,0.54,0.33
ALEXANDRE TEXIER,,L,26.7,MTL,51,108.33,9.33,2.88,1.11,98.86,9.35,2.88,1.05,7.81,9.37,0.57,0.42,1.66,8.54,0.24,0.24
BEN MEYERS,,C,27.6,SEA,52,107.13,10.35,2.72,1.06,94.79,10.65,2.45,0.97,0.52,9.97,0.16,0.16,11.82,8.47,0.75,0.4
NOAH JUULSEN,,D,29.2,PHI,52,106.96,8.93,3.09,1.28,97.73,9.14,2.97,1.28,0.03,6.53,0.03,0.03,9.2,7.21,0.47,0.39
HENRI JOKIHARJU,,D,27.0,BOS,41,106.94,8.79,3.2,1.38,98.72,8.86,3.18,1.27,3.6,9,0.41,0.22,4.61,7.41,0.38,0.2
DAKOTA JOSHUA,,L,30.1,TOR,55,106.54,9.49,2.45,0.98,100.4,9.6,2.39,0.92,1.77,7.36,0.31,0.24,4.37,8.34,0.36,0.25
BRANDON SAAD,,L,33.6,VGK,49,106.38,9.73,3.16,1.26,99.31,9.76,3.06,1.26,0.36,11.76,0.16,0.16,6.72,9.21,0.47,0.29
ELMER SODERBLOM,,L,24.9,PIT,59,105.9,9.69,2.41,1,103.7,9.71,2.29,1,1.72,10,0.36,0.28,0.49,6.92,0.28,0.18
NIKOLAS MATINPALO,,D,27.7,OTT,50,105.87,8.13,3.11,1.23,97.63,8.32,2.85,1.23,0.03,8.37,0.02,0.02,8.2,6.39,0.49,0.32
KAIDEN GUHLE,,D,24.4,MTL,39,104.52,8.26,3.48,1.34,97.21,8.43,3.07,1.34,0.14,10.5,0.03,0.03,7.17,6.52,0.46,0.26
GUSTAV NYQUIST,,L,36.8,WPG,51,104.28,9.68,2.72,1.17,86.85,9.82,2.47,0.9,13.5,8.93,0.61,0.37,3.94,9.32,0.46,0.42
COLE REINHARDT,,L,26.3,FLA,59,104.18,9.95,2.66,1.11,102.88,9.97,2.62,1.04,0.4,6.53,0.19,0.19,0.91,9.62,0.21,0.2
ARBER XHEKAJ,,D,25.3,MTL,65,103.85,8.39,2.86,1.07,101.52,8.44,2.83,1.07,0,0,0.1,0.1,2.15,6.42,0.28,0.23
TY DELLANDREA,,R,25.9,S.J,46,102.55,9.43,2.96,1.14,85.82,9.8,2.53,1.05,1.07,9.65,0.19,0.19,15.67,7.78,1.01,0.6
OSKAR SUNDQVIST,,C,32.2,STL,52,102.17,9.09,2.47,1.11,86.6,9.42,2.2,0.89,5.94,7.67,0.87,0.38,9.63,7.6,0.56,0.32
JONNY BRODZINSKI,,R,33.0,NYR,55,101.54,9.92,2.72,1.02,95.62,9.91,2.6,1.02,5.92,10.07,0.52,0.31,0,0,0,0
CALLE JARNKROK,,R,34.7,TOR,56,101.17,9.16,2.61,1.03,83.5,9.5,2.27,0.88,1.61,7.31,0.31,0.29,16.06,7.87,0.75,0.56
NIKITA GREBENKIN,,L,23.1,PHI,55,101.13,9.77,2.68,1.06,99.28,9.78,2.33,1,1.78,9.5,0.55,0.42,0,0,0.05,0.05
MILES WOOD,,L,30.7,CBJ,54,101.11,9.48,3.04,1.1,94.94,9.52,2.65,1.1,0.3,8.32,0.15,0.15,5.87,8.8,0.44,0.33
NICK FOLIGNO,,L,38.6,MIN,54,100.75,8.85,2.76,0.99,85.74,9.19,2.57,0.99,6.56,6.91,0.69,0.28,8.44,7.67,0.94,0.52
MATHIEU JOSEPH,,R,29.3,L.A,51,100.52,9.87,2.52,1.04,94.62,9.95,2.39,1.03,0.28,8.6,0.15,0.1,5.63,8.72,0.61,0.34
BRETT PESCE,,D,31.6,N.J,37,99.79,7.97,3.27,1.27,89.47,8.19,3.02,1.16,0.41,7.11,0.13,0.13,9.92,6.43,0.54,0.3
CONOR TIMMINS,,D,27.7,BUF,39,99.71,8.18,3.28,1.39,86.74,8.49,2.87,1.39,0.06,6.07,0.03,0.03,12.92,6.56,0.88,0.51
ROSS JOHNSTON,,L,32.3,ANA,62,99.53,9.89,2.19,1.01,99.07,9.87,2.19,0.88,0,0,0.15,0.15,0.01,0,0.01,0.01
ZACK OSTAPCHUK,,C,23.0,S.J,59,99.26,10,2.24,0.99,89.81,10.26,2.04,0.86,0,0,0.16,0.16,8.99,7.91,0.58,0.4
DAVID KAMPF,,C,31.4,WSH,40,98.26,10.01,3.01,1.12,89.63,10.16,2.83,1.12,0.32,11.65,0.09,0.09,8.31,8.54,0.72,0.38
MAX SHABANOV,,L,25.7,NYI,44,97.78,9.74,3.73,1.34,87.3,9.87,3.01,1.17,10.48,8.81,0.73,0.36,0,0,0,0
MICHAEL MISA,,C,19.3,S.J,45,97.73,10.17,2.96,1.14,90.21,10.34,2.67,1.14,7.45,8.52,0.64,0.37,0.06,9.44,0.04,0.04
MICHAEL EYSSIMONT,,R,29.7,BOS,56,97.43,9.57,2.62,1.08,91.92,9.64,2.29,0.96,5.27,8.59,0.58,0.33,0.24,6.72,0.14,0.14
KYLE MACLEAN,,L,27.1,NYI,59,97.21,9.4,2.16,0.94,95.83,9.43,2.16,0.94,0.28,7.8,0.1,0.1,1.09,7.77,0.24,0.17
KASPERI KAPANEN,,R,29.9,EDM,41,96.17,9.65,3,1.28,89.03,9.77,2.87,1.28,1.69,9.55,0.27,0.27,5.45,7.99,0.44,0.35
ZAYNE PAREKH,,D,20.3,CGY,37,95.69,9.05,3.56,1.45,81.94,9,3.05,1.45,13.67,9.38,1.13,0.64,0.07,8.47,0.03,0.03
ALEX NEWHOOK,,L,25.3,MTL,42,95.12,9.38,2.8,1.07,82.99,9.47,2.44,0.97,6.77,9.47,0.81,0.47,5.36,8.08,0.48,0.34
LUKE KUNIN,,C,28.5,FLA,62,94.94,9.49,2.89,1.04,86.22,9.68,2.61,1.02,0.48,8.72,0.11,0.11,8.24,7.94,0.86,0.54
LANDON SLAGGERT,,R,23.9,CHI,53,94.83,10.17,2.58,1,86.11,10.24,2.4,0.94,0,0,0.15,0.15,8.53,9.37,0.56,0.31
CARL GRUNDSTROM,,L,28.5,PHI,47,94.65,10.2,2.65,1.12,89.14,10.27,2.56,1.12,0.23,10.87,0.06,0.06,5.28,9.09,0.42,0.32
DENVER BARKEY,,C,21.1,PHI,43,94.56,9.84,2.99,1.1,83.49,9.88,2.99,1.08,11.04,9.57,1.07,0.44,0.03,8.85,0.03,0.03
TANNER PEARSON,,L,33.8,BUF,56,94.55,9.35,2.52,0.99,86.03,9.51,2.36,0.99,1.21,7.07,0.42,0.22,7.32,8.15,0.32,0.21
GAVIN BRINDLEY,,R,21.7,COL,56,92.28,10.35,2.61,1.13,81.61,10.34,2.41,1.1,10.13,10.43,0.76,0.44,0.53,11,0.14,0.14
MIKE REILLY,,D,32.9,CAR,42,91.21,8.71,3.3,1.34,85.14,8.76,3.11,1.32,0.83,9.82,0.47,0.31,5.24,7.81,0.81,0.5
FRANK VATRANO,,R,32.2,ANA,50,91.07,9.24,2.8,1.16,80.01,9.35,2.44,1.06,5.3,8.5,0.52,0.35,5.76,8.56,0.58,0.27
TEDDY BLUEGER,,C,31.8,VAN,35,90.63,9.41,3.16,1.27,80.72,9.53,2.81,1.09,0.61,9.13,0.23,0.23,9.3,8.52,0.67,0.37
MATVEI GRIDIN,,L,20.3,CGY,37,90.09,9.63,3.04,1.22,80.71,9.91,2.89,1.1,9.26,7.74,0.74,0.42,0.11,8.07,0.07,0.07
JOEL KIVIRANTA,,R,30.2,COL,51,90.01,10.21,2.4,1.02,81.24,10.31,2.4,1.02,0.41,8.15,0.25,0.25,8.37,9.43,0.36,0.31
ERIK GUDBRANSON,,D,34.4,CBJ,37,89.58,8.17,3.32,1.41,78.83,8.51,3.18,1.41,0,0,0.11,0.11,10.62,6.27,0.75,0.46
LUKE SCHENN,,D,36.6,BUF,50,89.36,7.85,2.3,0.93,80.26,8,2.11,0.92,0,0,0.02,0.02,9.05,6.69,0.38,0.27
VICTOR HEDMAN,,D,35.5,T.B,33,89.23,8.6,3.86,1.48,70.79,8.78,3.07,1.3,10,8.25,1.06,0.48,8.44,7.69,0.68,0.4
DECLAN CARLILE,,D,26.0,T.B,42,88.65,8.57,3.26,1.29,83.39,8.72,3.24,1.28,0.01,8.6,0.01,0.01,5.25,6.69,0.71,0.47
DONOVAN SEBRANGO,,D,24.4,FLA,42,87.62,8.29,2.93,1.15,83.33,8.33,2.87,1.15,0.17,8.98,0.09,0.09,4.13,7.57,0.51,0.43
BRANDON TANEV,,R,34.4,UTA,56,87.6,10.03,2.14,0.88,86.2,10.05,2.1,0.87,0,0,0.04,0.04,1.27,8.64,0.21,0.16
DANTON HEINEN,,R,30.9,CBJ,46,87.48,10.06,2.52,0.94,85.26,10.09,2.5,0.94,0.88,9.46,0.43,0.41,1.34,8.88,0.3,0.2
DOMINIC JAMES,,C,23.9,T.B,43,86.86,9.9,2.65,1.48,82.29,10,2.65,1.19,4,8.05,0.42,0.31,0,0,0.42,0.42
NATHAN WALKER,,R,32.3,STL,46,86.8,9.44,2.48,0.98,79.65,9.5,2.23,0.94,0.29,8.63,0.06,0.06,6.86,8.86,0.64,0.34
TYSON KOZAK,,C,23.4,BUF,46,86.3,9.98,2.71,1.16,79.8,10.12,2.62,1.14,0.41,11.93,0.1,0.06,6.1,8.45,0.72,0.36
JEFF MALOTT,,L,29.8,L.A,58,85.76,10.06,2.55,1.02,85.19,10.07,2.55,1.02,0.07,11.71,0.03,0.03,0.51,9.03,0.15,0.11
RYAN LOMBERG,,L,31.5,CGY,57,84.71,9.86,2.2,1.14,84.12,9.86,2.2,1.14,0.15,9.37,0.03,0.03,0.45,9.62,0.18,0.16
KIRBY DACH,,R,25.4,MTL,37,84.05,9.98,2.97,1.17,75.87,10.03,2.88,1.14,8.06,9.53,0.87,0.54,0.13,9.87,0.03,0.03
NICK DESIMONE,,D,31.5,UTA,40,83.88,8.85,3.01,1.28,83.22,8.88,3.01,1.28,0.22,11.8,0.18,0.15,0.43,5.38,0.12,0.1
JOEL NYSTROM,,D,24.1,CAR,38,83.68,8.7,3.03,1.35,78.07,8.8,2.94,1.35,0.31,8.92,0.22,0.18,5.3,7.49,0.52,0.33
ELIAS SALOMONSSON,,D,21.8,WPG,32,83.62,8.73,3.35,1.3,78.79,8.8,3.35,1.23,1.81,9.41,0.47,0.36,3.01,6.96,0.36,0.21
NICK LARDIS,,R,20.9,CHI,41,83.2,9.61,2.78,1.03,74.62,9.73,2.4,1.03,8.57,8.69,0.6,0.33,0.02,9.21,0.02,0.02
ZACH BOGOSIAN,,D,35.9,MIN,41,82.75,8.33,2.74,1,78.97,8.41,2.49,1,0.22,7.87,0.13,0.13,3.56,6.85,0.27,0.27
JEFFREY VIEL,,R,29.3,ANA,45,82.62,9.23,2.55,1.08,81.56,9.24,2.47,1.08,0.96,8.9,0.3,0.17,0.1,5.96,0.09,0.09
JOHNATHAN KOVACEVIC,,D,28.9,N.J,34,82.32,8.13,2.87,1.21,75.72,8.23,2.72,1.21,0.25,11.02,0.08,0.05,6.35,7.04,0.54,0.4
NICO STURM,,C,31.1,MIN,49,82.28,9.21,2.44,0.89,71.88,9.62,2.09,0.87,0.11,9.06,0.09,0.09,10.29,7.1,0.53,0.28
MATTHEW TKACHUK,,R,28.5,FLA,31,81.96,8.67,3.49,1.28,67.94,9.13,3,1.12,12.64,6.84,1.11,0.65,1.38,8.21,0.27,0.19
VILLE KOIVUNEN,,L,23.0,PIT,39,81.57,9.85,2.93,1.11,75.85,9.89,2.93,1.11,5.71,9.36,0.6,0.27,0,4.81,0,0
MARC GATCOMB,,R,26.9,NYI,49,80.02,9.71,2.13,0.95,79.82,9.72,2.13,0.95,0.2,9.11,0.12,0.12,0,0,0,0
HUNTER BRZUSTEWICZ,,D,21.5,CGY,34,79.62,8.71,3.2,1.25,73.91,8.72,2.89,1.23,4.99,8.79,0.5,0.37,0.73,7.25,0.17,0.09
JACOB BRYSON,,D,28.5,WPG,50,79.53,8.78,2.42,0.97,77.92,8.83,2.37,0.97,0,0,0.02,0.02,1.58,6.97,0.51,0.34
PHILIPPE MYERS,,D,29.4,TOR,39,79.11,8.37,3.17,1.23,74.86,8.51,2.95,1.1,0.02,5.42,0.02,0.02,4.23,6.5,0.38,0.22
MAX CROZIER,,D,26.1,T.B,35,78.86,8.44,3.1,1.24,73.1,8.56,2.82,1.08,0.14,9.78,0.07,0.07,5.62,7.15,0.59,0.37
JORDAN GREENWAY,,L,29.3,BUF,40,78.66,9.48,2.65,1.09,69.27,9.82,2.54,1.08,0.14,11.73,0.07,0.07,9.25,7.51,0.54,0.38
ALEX STEEVES,,L,26.5,BOS,43,78.62,9.2,2.53,0.95,70.55,9.33,2.33,0.93,5.39,8.52,0.64,0.36,2.69,7.62,0.33,0.24
TIM WASHE,,C,24.8,ANA,39,78.52,10.02,2.79,1.1,67.05,10.18,2.79,1.1,0.13,9.54,0.05,0.05,11.34,9.21,0.72,0.59
JESPERI KOTKANIEMI,,C,25.9,CAR,42,77.84,9.8,2.84,1.11,74.97,9.8,2.73,1.11,1.9,9.85,0.49,0.4,0.97,9.57,0.24,0.18
PIERRE-LUC DUBOIS,,C,27.9,WSH,29,77.62,9.55,3.75,1.38,67.06,9.67,3.1,1.32,9.81,8.85,0.64,0.42,0.74,8.3,0.19,0.19
REID SCHAEFER,,L,22.7,NSH,47,77.39,10.25,2.38,0.94,76.64,10.27,2.38,0.94,0.06,8.65,0.02,0.02,0.69,8.57,0.19,0.19
MATTIAS JANMARK,,L,33.5,EDM,43,77.38,9.11,2.72,1.1,69.24,9.34,2.36,1.03,0.08,8.33,0.04,0.04,8.07,7.49,0.57,0.31
HAYDN FLEURY,,D,29.9,WPG,38,76.79,8.71,3.34,1.29,69.48,8.86,3.07,1.14,1.04,9.09,0.27,0.21,6.26,7.25,0.49,0.34
NICK LEDDY,,D,35.2,S.J,32,76.72,8.05,3.03,1.21,72.45,8.2,3.02,1.21,0.31,9.47,0.11,0.11,3.96,5.97,0.38,0.24
ADAM ERNE,,L,31.1,DAL,45,76.52,10.2,2.27,0.97,76.06,10.2,2.27,0.97,0.19,10.92,0.06,0.06,0.27,10.07,0.16,0.16
